#DocLength Frequency
1	3356848
2	2219760
3	3773805
4	4300701
5	4998167
6	5484199
7	5902831
8	6137474
9	6189562
10	6125454
11	5897945
12	5643150
13	5283481
14	4745410
15	3949913
16	3027155
17	2212015
18	1597770
19	1170372
20	874736
21	660584
22	502693
23	383097
24	294516
25	226296
26	173723
27	135492
28	105209
29	83503
30	66573
31	53525
32	43350
33	35411
34	29240
35	24332
36	20252
37	16565
38	13985
39	11443
40	9937
41	8162
42	7349
43	6120
44	5600
45	4563
46	4172
47	3368
48	3297
49	2628
50	2514
51	1995
52	2023
53	1595
54	1561
55	1290
56	1329
57	1122
58	1091
59	904
60	885
61	761
62	781
63	636
64	666
65	496
66	515
67	439
68	472
69	390
70	364
71	15
72	26
73	1
74	1
75	1
76	1
